name,state,charter,magnet,latitude,longitude,idnumeric,schoolid,agencyid,code,grade4,county
LOVES PARK ELEM SCHOOL,Illinois,2-No,2-No,42.311938,-89.061007,0410112202005,*0410112202005,04-101-1220-22,1716,1-Yes,WINNEBAGO COUNTY
LOVETT ELEM SCHOOL,Illinois,2-No,2-No,41.912410,-87.784198,1501629902319,*1501629902319,15-016-2990-25,1707,1-Yes,COOK COUNTY
LOVINGTON ELEM SCHOOL,Illinois,2-No,2-No,39.711230,-88.626722,1107030302001,*1107030302001,11-070-3030-26,1715,1-Yes,MOULTRIE COUNTY
LOVINGTON HIGH SCHOOL,Illinois,2-No,2-No,39.713362,-88.626955,1107030300002,*1107030300002,11-070-3030-26,1715,2-No,MOULTRIE COUNTY
LOWELL ELEM SCHOOL,Illinois,2-No,2-No,41.906569,-87.709853,1501629902321,*1501629902321,15-016-2990-25,1704,1-Yes,COOK COUNTY
LOWELL ELEM SCHOOL,Illinois,2-No,2-No,41.863018,-88.092558,1902220002008,*1902220002008,19-022-2000-26,1706,1-Yes,DUPAGE COUNTY
LOWELL-LONGFELLOW ELEM SCHOOL,Illinois,2-No,2-No,41.604825,-87.650402,0701615202005,*0701615202005,07-016-1520-02,1702,1-Yes,COOK COUNTY
LOWPOINT-WASHBURN ELEM SCHOOL,Illinois,2-No,2-No,40.918743,-89.282271,4310202102003,*4310202102003,43-102-0210-26,1718,1-Yes,WOODFORD COUNTY
LOWPOINT-WASHBURN JR SR HIGH SCH,Illinois,2-No,2-No,40.918743,-89.282271,4310202100001,*4310202100001,43-102-0210-26,1718,2-No,WOODFORD COUNTY
LOWRIE ELEM SCHOOL,Illinois,2-No,2-No,42.026655,-88.284715,3104504602025,*3104504602025,31-045-0460-22,1708,1-Yes,KANE COUNTY
LOZANO ELEM BILINGUAL & INTL CTR,Illinois,2-No,2-No,41.908052,-87.664597,1501629902303,*1501629902303,15-016-2990-25,1705,1-Yes,COOK COUNTY
LTC/TWIN RIVERS EFE 500,Illinois,2-No,2-No,39.004102,-87.739383,1200000004602,*1200000004602,12-000-0000-46,1715,2-No,CRAWFORD COUNTY
LUDLOW ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.385014,-88.126929,0901014202001,*0901014202001,09-010-1420-04,1715,1-Yes,CHAMPAIGN COUNTY
LUDWIG ELEM SCHOOL,Illinois,2-No,2-No,41.605239,-88.048370,5609909202005,*5609909202005,56-099-0920-02,1703,1-Yes,WILL COUNTY
LUNDAHL MIDDLE SCHOOL,Illinois,2-No,2-No,42.224562,-88.340164,4406304701004,*4406304701004,44-063-0470-04,1706,2-No,MCHENRY COUNTY
LUTHER BURBANK ELEM SCHOOL,Illinois,2-No,2-No,41.742701,-87.757490,0701611102001,*0701611102001,07-016-1110-02,1703,1-Yes,COOK COUNTY
LUTHER J SCHILLING SCHOOL,Illinois,2-No,2-No,41.597078,-87.977569,56099033C2006,*56099033C2006,56-099-033C-04,1703,1-Yes,WILL COUNTY
LYLE SCHOOL,Illinois,2-No,2-No,41.253712,-89.922490,2803722903003,*2803722903003,28-037-2290-26,1717,2-No,HENRY COUNTY
LYNN G HASKIN ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.639366,-88.619262,1601943002003,*1601943002003,16-019-4300-26,1714,2-No,DEKALB COUNTY
LYNNE THIGPEN ELEM SCHOOL,Illinois,2-No,2-No,41.518592,-88.116778,5609908602025,*5609908602025,56-099-0860-05,1711,1-Yes,WILL COUNTY
LYON ELEM SCHOOL,Illinois,2-No,2-No,42.079037,-87.796494,0501603402004,*0501603402004,05-016-0340-04,1709,2-No,COOK COUNTY
LYON ELEM SCHOOL,Illinois,2-No,2-No,41.933732,-87.776308,1501629902323,*1501629902323,15-016-2990-25,1704,1-Yes,COOK COUNTY
LYON MAGNET ELEMENTARY SCHOOL,Illinois,2-No,1-Yes,42.344115,-87.854857,3404906002014,*3404906002014,34-049-0600-26,1710,1-Yes,LAKE COUNTY
LYONS TWP HIGH SCH,Illinois,2-No,2-No,41.811611,-87.880194,0601620400001,*0601620400001,06-016-2040-17,1703,2-No,COOK COUNTY
M J CUNNINGHAM ELEM SCH,Illinois,2-No,2-No,41.540658,-88.094800,5609908602002,*5609908602002,56-099-0860-05,1711,1-Yes,WILL COUNTY
M L KING JR ELEM SCHOOL,Illinois,2-No,2-No,40.120391,-88.223328,0901011602004,*0901011602004,09-010-1160-22,1713,1-Yes,CHAMPAIGN COUNTY
M L KING JR LAB EXPERIMENTAL SCH,Illinois,2-No,1-Yes,42.043539,-87.708102,0501606502022,*0501606502022,05-016-0650-04,1709,1-Yes,COOK COUNTY
MABEL O DONNELL ELEM SCHOOL,Illinois,2-No,2-No,41.785840,-88.274711,3104513102014,*3104513102014,31-045-1310-22,1711,1-Yes,KANE COUNTY
MABLE WOOLSEY ELEM SCHOOL,Illinois,2-No,2-No,40.901630,-90.278352,3304820202002,*3304820202002,33-048-2020-26,1717,1-Yes,KNOX COUNTY
MACARTHUR EARLY CHILDHOOD CENTER,Illinois,2-No,2-No,40.446695,-90.673553,2606218503001,*2606218503001,26-062-1850-26,1718,2-No,MCDONOUGH COUNTY
MACARTHUR HIGH SCHOOL,Illinois,2-No,2-No,39.853171,-88.979997,3905506100038,*3905506100038,39-055-0610-25,1713,2-No,MACON COUNTY
MACARTHUR MIDDLE SCHOOL,Illinois,2-No,2-No,42.109042,-87.946919,0501602301002,*0501602301002,05-016-0230-02,1709,2-No,COOK COUNTY
MACARTHUR MIDDLE SCHOOL,Illinois,2-No,2-No,41.890292,-87.903887,0601608701005,*0601608701005,06-016-0870-02,1704,2-No,COOK COUNTY
MACARTHUR/ECHO ELEMENTARY,Illinois,2-No,2-No,41.590028,-87.600370,0701615006104,*0701615006104,07-016-1500-61,1702,1-Yes,COOK COUNTY
MACHESNEY ELEM SCHOOL,Illinois,2-No,1-Yes,42.348504,-89.047968,0410112202013,*0410112202013,04-101-1220-22,1716,1-Yes,WINNEBAGO COUNTY
MACKEBEN ELEMENTARY SCHOOL,Illinois,2-No,2-No,42.158685,-88.375384,4406315802006,*4406315802006,44-063-1580-22,1714,2-No,MCHENRY COUNTY
MACOMB JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,40.446778,-90.673761,2606218501001,*2606218501001,26-062-1850-26,1718,2-No,MCDONOUGH COUNTY
MACOMB SENIOR HIGH SCHOOL,Illinois,2-No,2-No,40.439600,-90.675949,2606218500001,*2606218500001,26-062-1850-26,1718,2-No,MCDONOUGH COUNTY
MADDOCK ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.741260,-87.795063,0701611102006,*0701611102006,07-016-1110-02,1703,1-Yes,COOK COUNTY
MADERO MIDDLE SCHOOL,Illinois,2-No,2-No,41.841534,-87.705270,1501629902838,*1501629902838,15-016-2990-25,1704,2-No,COOK COUNTY
MADES-JOHNSTONE CENTER,Illinois,2-No,2-No,41.906782,-88.293811,3104530306101,*3104530306101,31-045-3030-61,1714,1-Yes,KANE COUNTY
MADES-JOHNSTONE RSSP,Illinois,2-No,2-No,41.906312,-88.294366,3100000009303,*3100000009303,31-000-0000-00,1714,2-No,KANE COUNTY
MADISON ELEM SCHOOL,Illinois,2-No,2-No,41.851174,-88.129995,1902220002009,*1902220002009,19-022-2000-26,1706,1-Yes,DUPAGE COUNTY
MADISON ELEM SCHOOL,Illinois,2-No,2-No,41.795527,-87.935875,1902218102003,*1902218102003,19-022-1810-04,1706,1-Yes,DUPAGE COUNTY
MADISON ELEM SCHOOL,Illinois,2-No,2-No,42.032256,-87.755192,0501606902004,*0501606902004,05-016-0690-02,1709,2-No,COOK COUNTY
MADISON ELEM SCHOOL,Illinois,2-No,2-No,41.759948,-87.590550,1501629902324,*1501629902324,15-016-2990-25,1701,1-Yes,COOK COUNTY
MADISON ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.875633,-88.021590,1902204402013,*1902204402013,19-022-0440-02,1706,1-Yes,DUPAGE COUNTY
MADISON JR HIGH SCHOOL,Illinois,2-No,2-No,41.735244,-88.109545,1902220301012,*1902220301012,19-022-2030-26,1711,2-No,DUPAGE COUNTY
MADISON MIDDLE SCHOOL,Illinois,2-No,2-No,38.686124,-90.143655,4105701202007,*4105701202007,41-057-0120-26,1712,2-No,MADISON COUNTY
MADISON PARK ELEM SCHOOL,Illinois,2-No,2-No,39.180902,-89.647521,1006801202004,*1006801202004,10-068-0120-26,1713,2-No,MONTGOMERY COUNTY
MADISON SCHOOL,Illinois,2-No,2-No,41.610809,-87.604940,0701615102004,*0701615102004,07-016-1510-02,1702,1-Yes,COOK COUNTY
MADISON SCHOOL,Illinois,2-No,2-No,39.932504,-91.376163,0100117202009,*0100117202009,01-001-1720-22,1718,2-No,ADAMS COUNTY
MADISON SENIOR HIGH SCHOOL,Illinois,2-No,2-No,38.682207,-90.143407,4105701200001,*4105701200001,41-057-0120-26,1712,2-No,MADISON COUNTY
MADISON STUDENT SUPPORT CENTER,Illinois,2-No,2-No,38.685905,-90.143689,4105701203001,*4105701203001,41-057-0120-26,1712,2-No,MADISON COUNTY
MAE JEMISON SCHOOL,Illinois,2-No,2-No,41.569105,-87.701060,0701614402010,*0701614402010,07-016-1440-02,1702,1-Yes,COOK COUNTY
MAERCKER ELEM SCHOOL,Illinois,2-No,2-No,41.781519,-87.973520,1902206002002,*1902206002002,19-022-0600-02,1706,1-Yes,DUPAGE COUNTY
MAGEE MIDDLE SCHOOL,Illinois,2-No,2-No,42.357241,-88.093464,3404911601004,*3404911601004,34-049-1160-26,1710,2-No,LAKE COUNTY
MAHOMET-SEYMOUR HIGH SCHOOL,Illinois,2-No,2-No,40.202120,-88.410977,0901000300001,*0901000300001,09-010-0030-26,1715,2-No,CHAMPAIGN COUNTY
MAHOMET-SEYMOUR JR HIGH SCHOOL,Illinois,2-No,2-No,40.199785,-88.409575,0901000301002,*0901000301002,09-010-0030-26,1715,2-No,CHAMPAIGN COUNTY
MAIN STREET ELEMENTARY SCHOOL,Illinois,2-No,2-No,39.407244,-88.795853,1108700402003,*1108700402003,11-087-0040-26,1715,2-No,SHELBY COUNTY
MAINE EAST HIGH SCHOOL,Illinois,2-No,2-No,42.037906,-87.858648,0501620700001,*0501620700001,05-016-2070-17,1709,2-No,COOK COUNTY
MAINE SOUTH HIGH SCHOOL,Illinois,2-No,2-No,42.028340,-87.855135,0501620700003,*0501620700003,05-016-2070-17,1709,2-No,COOK COUNTY
MAINE WEST HIGH SCHOOL,Illinois,2-No,2-No,42.021494,-87.906903,0501620700004,*0501620700004,05-016-2070-17,1705,2-No,COOK COUNTY
MALDEN GRADE SCHOOL,Illinois,2-No,2-No,41.427054,-89.365081,2800608402001,*2800608402001,28-006-0840-04,1716,1-Yes,BUREAU COUNTY
MALTA ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.935755,-88.852006,1601942802012,*1601942802012,16-019-4280-26,1716,1-Yes,DEKALB COUNTY
MANCHESTER ELEM SCHOOL,Illinois,2-No,2-No,42.446601,-88.869684,0400420002002,*0400420002002,04-004-2000-26,1716,1-Yes,BOONE COUNTY
MANHATTAN JR HIGH SCHOOL,Illinois,2-No,2-No,41.440420,-87.993814,5609911401001,*5609911401001,56-099-1140-02,1701,2-No,WILL COUNTY
MANIERRE ELEM SCHOOL,Illinois,2-No,2-No,41.907821,-87.640143,1501629902326,*1501629902326,15-016-2990-25,1707,1-Yes,COOK COUNTY
MANLEY CAREER ACADEMY HIGH SCHOOL,Illinois,2-No,2-No,41.870792,-87.699703,1501629900616,*1501629900616,15-016-2990-25,1707,2-No,COOK COUNTY
MANN ELEM SCHOOL,Illinois,2-No,2-No,41.748721,-87.574958,1501629902328,*1501629902328,15-016-2990-25,1702,1-Yes,COOK COUNTY
MANNHEIM MIDDLE SCHOOL,Illinois,2-No,2-No,41.925037,-87.887455,0601608301003,*0601608301003,06-016-0830-02,1705,2-No,COOK COUNTY
MANOR HILL ELEM SCHOOL,Illinois,2-No,2-No,41.853759,-88.017809,1902204402009,*1902204402009,19-022-0440-02,1708,1-Yes,DUPAGE COUNTY
MANTENO ELEM SCHOOL,Illinois,2-No,2-No,41.246390,-87.844450,3204600502003,*3204600502003,32-046-0050-26,1702,1-Yes,KANKAKEE COUNTY
MANTENO HIGH SCHOOL,Illinois,2-No,2-No,41.255683,-87.840007,3204600500005,*3204600500005,32-046-0050-26,1702,2-No,KANKAKEE COUNTY
MANTENO MIDDLE SCHOOL,Illinois,2-No,2-No,41.253204,-87.842055,3204600501004,*3204600501004,32-046-0050-26,1702,2-No,KANKAKEE COUNTY
MANTENO PRIMARY SCHOOL,Illinois,2-No,2-No,41.253100,-87.839193,3204600502004,*3204600502004,32-046-0050-26,1702,2-No,KANKAKEE COUNTY
MANUAL HIGH SCHOOL,Illinois,2-No,2-No,40.680338,-89.634057,4807215000023,*4807215000023,48-072-1500-25,1717,2-No,PEORIA COUNTY
MAPLE ELEM SCHOOL,Illinois,2-No,2-No,42.335596,-89.037791,0410112202006,*0410112202006,04-101-1220-22,1716,1-Yes,WINNEBAGO COUNTY
MAPLE ELEM SCHOOL,Illinois,2-No,1-Yes,40.463476,-87.666280,5409201102003,*5409201102003,54-092-0110-26,1715,2-No,VERMILION COUNTY
MAPLE GROVE ELEM SCHOOL,Illinois,2-No,2-No,37.229129,-88.858388,0206103802001,*0206103802001,02-061-0380-26,1715,1-Yes,MASSAC COUNTY
MAPLE PARK ACADEMY,Illinois,2-No,2-No,41.932987,-87.871816,0601623403001,*0601623403001,06-016-2340-16,1705,2-No,COOK COUNTY
MAPLE SCHOOL,Illinois,2-No,2-No,42.109639,-87.830105,0501603001001,*0501603001001,05-016-0300-02,1709,2-No,COOK COUNTY
MAPLEBROOK ELEM SCHOOL,Illinois,2-No,2-No,41.739348,-88.133456,1902220302008,*1902220302008,19-022-2030-26,1711,1-Yes,DUPAGE COUNTY
MAPLEWOOD ELEM SCHOOL,Illinois,2-No,2-No,38.573580,-90.173280,5008218702008,*5008218702008,50-082-1870-26,1712,1-Yes,ST. CLAIR COUNTY
MAR/CLIN/WASH CO CTES,Illinois,2-No,2-No,38.628422,-88.943934,1300000004601,*1300000004601,13-000-0000-46,1715,2-No,MARION COUNTY
MARCONI ELEM COMMUNITY ACADEMY,Illinois,2-No,2-No,41.883986,-87.739406,1501629902329,*1501629902329,15-016-2990-25,1707,1-Yes,COOK COUNTY
MARENGO COMM MIDDLE SCHOOL,Illinois,2-No,2-No,42.244967,-88.595063,4406316501001,*4406316501001,44-063-1650-03,1714,2-No,MCHENRY COUNTY
MARENGO HIGH SCHOOL,Illinois,2-No,2-No,42.243347,-88.587563,4406315400001,*4406315400001,44-063-1540-16,1714,2-No,MCHENRY COUNTY
MARGARET MEAD JHS,Illinois,2-No,2-No,42.009872,-88.053471,0501605401019,*0501605401019,05-016-0540-04,1708,2-No,COOK COUNTY
MARIE MURPHY SCHOOL,Illinois,2-No,2-No,42.084204,-87.747628,0501603701001,*0501603701001,05-016-0370-02,1709,2-No,COOK COUNTY
MARIE SCHAEFER ELEM SCHOOL,Illinois,2-No,2-No,38.587450,-89.913660,5008209002005,*5008209002005,50-082-0900-04,1712,1-Yes,ST. CLAIR COUNTY
MARINE ELEM SCHOOL,Illinois,2-No,2-No,38.786680,-89.784430,4105700202003,*4105700202003,41-057-0020-26,1715,1-Yes,MADISON COUNTY
MARINE MATH&SCIENCE ACADEMY HS,Illinois,2-No,2-No,41.878996,-87.688463,1501629900842,*1501629900842,15-016-2990-25,1707,2-No,COOK COUNTY
MARION HIGH SCHOOL,Illinois,2-No,2-No,37.715550,-88.944066,2110000200001,*2110000200001,21-100-0020-26,1712,2-No,WILLIAMSON COUNTY
MARION JORDAN ELEM SCHOOL,Illinois,2-No,2-No,42.111242,-88.074021,0501601502004,*0501601502004,05-016-0150-04,1706,1-Yes,COOK COUNTY
MARION JR HIGH SCHOOL,Illinois,2-No,2-No,37.730236,-88.943976,2110000201002,*2110000201002,21-100-0020-26,1712,2-No,WILLIAMSON COUNTY
MARISSA ELEM SCHOOL,Illinois,2-No,2-No,38.248080,-89.753100,5008204002002,*5008204002002,50-082-0400-26,1712,1-Yes,ST. CLAIR COUNTY
MARISSA JR & SR HIGH SCHOOL,Illinois,2-No,2-No,38.259437,-89.750585,5008204000001,*5008204000001,50-082-0400-26,1712,2-No,ST. CLAIR COUNTY
MARK DELAY SCHOOL,Illinois,2-No,2-No,41.764396,-87.968846,1902206102001,*1902206102001,19-022-0610-02,1706,2-No,DUPAGE COUNTY
MARK TWAIN ELEM SCHOOL,Illinois,2-No,2-No,42.129108,-87.931209,0501602102014,*0501602102014,05-016-0210-04,1710,1-Yes,COOK COUNTY
MARK TWAIN ELEM SCHOOL,Illinois,2-No,2-No,42.051900,-87.722200,0501606302009,*0501606302009,05-016-0630-02,1709,1-Yes,COOK COUNTY
MARK TWAIN ELEM SCHOOL,Illinois,2-No,2-No,39.486721,-88.167428,1101500102006,*1101500102006,11-015-0010-26,1715,2-No,COLES COUNTY
MARK TWAIN PRIMARY SCHOOL,Illinois,2-No,2-No,41.116392,-87.833031,3204611102011,*3204611102011,32-046-1110-25,1702,2-No,KANKAKEE COUNTY
MARK W BILLS MIDDLE SCHOOL,Illinois,2-No,2-No,40.761174,-89.662009,4807215001013,*4807215001013,48-072-1500-25,1718,2-No,PEORIA COUNTY
MARKHAM PARK ELEM SCHOOL,Illinois,2-No,2-No,41.594295,-87.706190,0701614402005,*0701614402005,07-016-1440-02,1701,1-Yes,COOK COUNTY
MARLOWE MIDDLE SCHOOL,Illinois,2-No,2-No,42.187570,-88.406393,4406315801003,*4406315801003,44-063-1580-22,1714,2-No,MCHENRY COUNTY
MAROA-FORSYTH GRADE SCHOOL,Illinois,2-No,2-No,39.935316,-88.943019,3905500202003,*3905500202003,39-055-0020-26,1713,1-Yes,MACON COUNTY
MAROA-FORSYTH MIDDLE SCHOOL,Illinois,2-No,2-No,40.036324,-88.960691,3905500201001,*3905500201001,39-055-0020-26,1713,2-No,MACON COUNTY
MAROA-FORSYTH SENIOR HIGH SCH,Illinois,2-No,2-No,40.037174,-88.961598,3905500200001,*3905500200001,39-055-0020-26,1713,2-No,MACON COUNTY
MARQUARDT MIDDLE SCHOOL,Illinois,2-No,2-No,41.928862,-88.065074,1902201501004,*1902201501004,19-022-0150-02,1708,2-No,DUPAGE COUNTY
MARQUETTE ELEM SCHOOL,Illinois,2-No,2-No,41.774222,-87.697245,1501629902330,*1501629902330,15-016-2990-25,1707,1-Yes,COOK COUNTY
MARQUETTE ELEM SCHOOL,Illinois,2-No,2-No,40.619395,-89.601761,5309010202002,*5309010202002,53-090-1020-02,1717,2-No,TAZEWELL COUNTY
MARQUETTE ELEM SCHOOL,Illinois,2-No,2-No,42.345904,-89.058875,0410112202007,*0410112202007,04-101-1220-22,1716,2-No,WINNEBAGO COUNTY
MARSEILLES ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.323991,-88.697465,3505015002001,*3505015002001,35-050-1500-02,1716,1-Yes,LASALLE COUNTY
MARSH ELEM SCHOOL,Illinois,2-No,2-No,41.716913,-87.553321,1501629902331,*1501629902331,15-016-2990-25,1702,1-Yes,COOK COUNTY
MARSH ELEMENTARY SCHOOL,Illinois,2-No,2-No,42.290627,-89.033698,0410120502082,*0410120502082,04-101-2050-25,1716,1-Yes,WINNEBAGO COUNTY
MARSHALL HIGH SCHOOL,Illinois,2-No,2-No,39.397000,-87.700824,11012002C0001,*11012002C0001,11-012-002C-26,1715,2-No,CLARK COUNTY
MARSHALL JR HIGH SCHOOL,Illinois,2-No,2-No,39.397000,-87.700824,11012002C1002,*11012002C1002,11-012-002C-26,1715,2-No,CLARK COUNTY
MARSHALL METROPOLITAN HIGH SCHOOL,Illinois,2-No,2-No,41.879052,-87.706327,1501629900029,*1501629900029,15-016-2990-25,1707,2-No,COOK COUNTY
MARSHALL MIDDLE SCHOOL,Illinois,2-No,2-No,41.952320,-87.720436,1501629902882,*1501629902882,15-016-2990-25,1704,2-No,COOK COUNTY
MARTIN ELEMENTARY SCHOOL,Illinois,2-No,2-No,42.187327,-88.411738,4406315802005,*4406315802005,44-063-1580-22,1714,1-Yes,MCHENRY COUNTY
MARTIN L KING ELEM SCHOOL,Illinois,2-No,2-No,41.624909,-87.666530,0701614702007,*0701614702007,07-016-1470-02,1702,1-Yes,COOK COUNTY
MARTIN P MCKAY EDUCATION CENTER,Illinois,2-No,2-No,41.507640,-87.965194,5609984306002,*5609984306002,56-099-8430-60,1711,2-No,WILL COUNTY
MARTINSVILLE ELEM SCHOOL,Illinois,2-No,2-No,39.339003,-87.880101,11012003C2005,*11012003C2005,11-012-003C-26,1715,1-Yes,CLARK COUNTY
MARTINSVILLE JR-SR HIGH SCHOOL,Illinois,2-No,2-No,39.332200,-87.885998,11012003C0001,*11012003C0001,11-012-003C-26,1715,2-No,CLARK COUNTY
MARY DREW ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.525038,-87.817186,5609916102007,*5609916102007,56-099-1610-02,1701,1-Yes,WILL COUNTY
MARY ENDRES ELEMENTARY SCHOOL,Illinois,2-No,2-No,42.340445,-88.443292,4406320002008,*4406320002008,44-063-2000-26,1714,1-Yes,MCHENRY COUNTY
MARY LOU COWLISHAW ELEMENTARY,Illinois,2-No,2-No,41.751423,-88.193977,1902220402018,*1902220402018,19-022-2040-26,1711,1-Yes,DUPAGE COUNTY
MARY MILLER JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,39.974941,-87.632252,5409200401003,*5409200401003,54-092-0040-26,1715,2-No,VERMILION COUNTY
MARY MORGAN ELEM SCH,Illinois,2-No,2-No,42.129245,-89.265393,4707122602003,*4707122602003,47-071-2260-26,1716,1-Yes,OGLE COUNTY
MARY W FRENCH ACADEMY,Illinois,2-No,1-Yes,39.840551,-88.962518,3905506102010,*3905506102010,39-055-0610-25,1713,1-Yes,MACON COUNTY
MARYA YATES ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.521793,-87.765240,0701615902006,*0701615902006,07-016-1590-02,1702,1-Yes,COOK COUNTY
MARYCREST EARLY CHILDHOOD CENTER,Illinois,2-No,2-No,41.515854,-88.139265,5609908603004,*5609908603004,56-099-0860-05,1711,2-No,WILL COUNTY
MARYVILLE ELEM SCHOOL,Illinois,2-No,2-No,38.724762,-89.967745,4105701002022,*4105701002022,41-057-0100-26,1713,1-Yes,MADISON COUNTY
MARYVILLE ELEM SCHOOL,Illinois,2-No,2-No,38.738620,-90.104120,4105700902012,*4105700902012,41-057-0090-26,1712,1-Yes,MADISON COUNTY
MASCOUTAH ELEM SCHOOL,Illinois,2-No,2-No,38.494978,-89.808185,5008201902003,*5008201902003,50-082-0190-26,1712,1-Yes,ST. CLAIR COUNTY
MASCOUTAH HIGH SCHOOL,Illinois,2-No,2-No,38.495579,-89.819710,5008201900001,*5008201900001,50-082-0190-26,1712,2-No,ST. CLAIR COUNTY
MASCOUTAH MIDDLE SCHOOL,Illinois,2-No,2-No,38.503640,-89.799690,5008201901002,*5008201901002,50-082-0190-26,1712,2-No,ST. CLAIR COUNTY
MASON ELEM SCHOOL,Illinois,2-No,2-No,41.856529,-87.730639,1501629902334,*1501629902334,15-016-2990-25,1707,1-Yes,COOK COUNTY
MASON HIGH SCHOOL,Illinois,2-No,2-No,41.856903,-87.730559,1501629900858,*1501629900858,15-016-2990-25,1707,2-No,COOK COUNTY
MASON/CLARK MIDDLE SCH,Illinois,2-No,2-No,38.604479,-90.096789,5008218901007,*5008218901007,50-082-1890-22,1712,2-No,ST. CLAIR COUNTY
MASSAC COUNTY HIGH SCHOOL,Illinois,2-No,2-No,37.182743,-88.722153,0206100100001,*0206100100001,02-061-0010-26,1715,2-No,MASSAC COUNTY
MASSAC JR HIGH SCHOOL,Illinois,2-No,2-No,37.185586,-88.719949,0206100101001,*0206100101001,02-061-0010-26,1715,2-No,MASSAC COUNTY
MATHENY-WITHROW ELEM SCH,Illinois,2-No,2-No,39.789371,-89.621369,5108418602027,*5108418602027,51-084-1860-25,1713,1-Yes,SANGAMON COUNTY
MATHER HIGH SCHOOL,Illinois,2-No,2-No,41.987863,-87.701445,1501629900030,*1501629900030,15-016-2990-25,1705,2-No,COOK COUNTY
MATHERVILLE INTERMEDIATE SCHOOL,Illinois,2-No,2-No,41.264620,-90.606138,4908120002003,*4908120002003,49-081-2000-26,1717,2-No,MERCER COUNTY
MATTESON ELEM SCHOOL,Illinois,2-No,2-No,41.502727,-87.702112,0701616202005,*0701616202005,07-016-1620-02,1702,2-No,COOK COUNTY
MATTHEWS MIDDLE SCHOOL,Illinois,2-No,2-No,42.280712,-88.180778,3404911801004,*3404911801004,34-049-1180-26,1714,2-No,LAKE COUNTY
MATTOON HIGH SCHOOL,Illinois,2-No,2-No,39.474405,-88.386955,1101500200001,*1101500200001,11-015-0020-26,1715,2-No,COLES COUNTY
MATTOON MIDDLE SCHOOL,Illinois,2-No,2-No,39.471565,-88.363061,1101500201003,*1101500201003,11-015-0020-26,1715,2-No,COLES COUNTY
MAUD E JOHNSON ELEM SCHOOL,Illinois,2-No,2-No,42.273660,-89.037903,0410120502039,*0410120502039,04-101-2050-25,1716,1-Yes,WINNEBAGO COUNTY
MAY ELEM COMMUNITY ACADEMY,Illinois,2-No,2-No,41.889837,-87.750367,1501629902336,*1501629902336,15-016-2990-25,1707,1-Yes,COOK COUNTY
MAY ELEM SCHOOL,Illinois,2-No,2-No,41.930074,-89.062238,4707123102004,*4707123102004,47-071-2310-04,1716,1-Yes,OGLE COUNTY
MAY WATTS ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.756626,-88.178385,1902220402010,*1902220402010,19-022-2040-26,1711,1-Yes,DUPAGE COUNTY
MAY WHITNEY ELEM SCHOOL,Illinois,2-No,2-No,42.199780,-88.087960,3404909502005,*3404909502005,34-049-0950-26,1706,1-Yes,LAKE COUNTY
MAYA ANGELOU ELEM SCH,Illinois,2-No,2-No,41.603106,-87.660306,0701615202002,*0701615202002,07-016-1520-02,1702,1-Yes,COOK COUNTY
MAYER ELEM SCHOOL,Illinois,2-No,2-No,41.922985,-87.657450,1501629902337,*1501629902337,15-016-2990-25,1705,1-Yes,COOK COUNTY
MAYO ELEM SCHOOL,Illinois,2-No,2-No,41.827122,-87.619834,1501629902338,*1501629902338,15-016-2990-25,1701,1-Yes,COOK COUNTY
MAYO MIDDLE SCHOOL,Illinois,2-No,2-No,39.611980,-87.690068,1102309501001,*1102309501001,11-023-0950-25,1715,2-No,EDGAR COUNTY
MAYS ELEM ACADEMY,Illinois,2-No,2-No,41.772831,-87.646176,1501629902802,*1501629902802,15-016-2990-25,1701,1-Yes,COOK COUNTY
MAZON-VERONA-KINSMAN ELEM SCHOOL,Illinois,2-No,2-No,41.239384,-88.428741,24032002C2001,*24032002C2001,24-032-002C-02,1716,1-Yes,GRUNDY COUNTY
MAZON-VERONA-KINSMAN MIDDLE SCH,Illinois,2-No,2-No,41.239834,-88.431007,24032002C1002,*24032002C1002,24-032-002C-02,1716,2-No,GRUNDY COUNTY
MCAULIFFE ELEM SCHOOL,Illinois,2-No,2-No,41.914588,-87.723542,1501629902877,*1501629902877,15-016-2990-25,1704,1-Yes,COOK COUNTY
MCCARTY ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.744350,-88.242330,1902220402008,*1902220402008,19-022-2040-26,1711,1-Yes,DUPAGE COUNTY
MCCLEERY ELEM SCHOOL,Illinois,2-No,2-No,41.769480,-88.341549,3104512902011,*3104512902011,31-045-1290-22,1711,1-Yes,KANE COUNTY
MCCLELLAN ELEM SCHOOL,Illinois,2-No,2-No,41.830283,-87.640988,1501629902339,*1501629902339,15-016-2990-25,1703,1-Yes,COOK COUNTY
