"schoolid" "black11" "size11" "lep11" "lowinc11" "rwarn" "rbelow" "rmeet" "rexceed" "mwarn" "mbelow" "mmeet" "mexceed" "rwarnp" "rbelowp" "rmeetp" "rexceedp" "mwarnp" "mbelowp" "mmeetp" "mexceedp" "latitude" "longitude" "dmin" "dmax" "rad1" "rad2" "rad5" "rad10" "rmex11" "mmex11" "rmex09" "mmex09"
"2300" 4005600602002 0 74 0 52.7 0 17.6 47.1 35.3 5.9 5.9 52.9 35.3 0 6.7 80 13.3 0 6.7 66.7 26.7 38.965278 -89.764308 31.9839286646849 250.107700414804 0 0 0 0 82.4 88.2 93.3 93.4
"2303" 4005600702003 0.6 617 0 61 1.1 29.3 51.1 18.5 4.3 15.2 67.4 13 3 36.4 38.4 22.2 1 19.2 69.7 10.1 39.126082 -89.825348 39.2616859244715 241.014082080161 0 0 0 0 69.6 80.4 60.6 79.8
"2306" 4005600802003 2.8 247 0.3 42.2 2.4 34.1 43.9 19.5 2.4 9.5 73.8 14.3 0 20.8 45.3 34 0 9.4 66 24.5 39.037436 -89.955671 30.7745489263703 249.39069623884 0 0 0 0 63.4 88.1 79.3 90.5
"2310" 4005600902004 1 158 1 42.6 3.3 13.3 56.7 26.7 0 10 73.3 16.7 0 15.8 26.3 57.9 0 5.3 63.2 31.6 39.174671 -90.144892 38.1660254070269 245.082672963229 0 0 0 0 83.4 90 84.2 94.8
"2311" 4005600902005 6.1 93 1.5 37.1 0 20.8 54.2 25 0 4.2 79.2 16.7 0 35 50 15 0 5 60 35 39.116177 -90.0421 34.7302653517705 246.333877828805 0 0 0 0 79.2 95.9 65 95
"2312" 4005600902006 1.4 383 0.5 34 1.2 25.6 43.9 29.3 1.2 7.3 75.6 15.9 1 23.5 46.9 28.6 0 8.2 73.5 18.4 39.04941 -90.13725 29.5318045464551 252.68290708515 0 0 0 0 73.2 91.5 75.5 91.9
"2315" 4105700102004 0.5 394 0 52.6 2.6 19.2 57.7 20.5 1.3 10.3 65.4 23.1 1.4 13.5 56.8 28.4 1.4 6.8 70.3 21.6 38.854549 -90.075769 16.7159503241628 263.553889386614 0 0 0 0 78.2 88.5 85.2 91.9
"2316" 4105700102006 1.9 429 0 63.4 0 34 54.7 11.3 0 17 71.7 11.3 4.2 20.8 54.2 20.8 0 10.4 68.8 20.8 38.827703 -90.057215 15.2918397630029 264.857581083032 0 0 0 0 66 83 75 89.6
"2319" 4105700202003 0 83 0 18 0 30 45 25 0 5 65 30 0 15.8 47.4 36.8 0 0 42.1 57.9 38.78668 -89.78443 23.3737951586832 262.036404922073 0 0 0 0 70 95 84.2 100
"2320" 4105700202004 1.3 594 0.2 17.2 0 7.7 61.5 30.8 0 5.1 69.7 25.3 0 11.7 58.5 29.8 0 2.1 57.9 40 38.730295 -89.874795 17.2597959810429 267.396118474535 0 0 0 0 92.3 95 88.3 97.9
"2321" 4105700202005 0 191 0 13.9 0 21.6 45.9 32.4 0 0 73 27 0 6.5 67.7 25.8 0 0 67.7 32.3 38.71686 -89.77311 22.043122902762 266.359410952423 0 0 0 0 78.3 100 93.5 100
"2322" 4105700202008 1.2 599 0.8 23.6 0 5.9 44.6 49.5 0 5 67.3 27.7 0 19.8 44.1 36 0 3.6 66.7 29.7 38.71756 -89.87312 16.9832550777941 268.186137835409 0 0 0 0 94.1 95 80.1 96.4
"2323" 4105700302002 87.8 45 0 95.1 0 91.7 8.3 0 8.3 50 41.7 0 NA NA NA NA NA NA NA NA 38.661299 -90.167684 2.69163092822252 277.773227652147 0 0 1 1 8.3 41.7 NA NA
"2329" 4105700502006 1.2 49 0 27.9 0 9.1 40.9 50 2.3 6.8 18.2 72.7 0 11.4 42.9 45.7 0 0 40 60 38.96781 -89.666426 35.8558845698074 248.101244266276 0 0 0 0 90.9 90.9 88.6 100
"2330" 4105700502008 0.1 665 1.1 27 0 23.5 47 29.5 0.5 12 68.9 18.6 0.6 13.7 44.6 41.1 0 4.2 67.3 28.6 38.739304 -89.685399 27.0180224033736 263.325777436912 0 0 0 0 76.5 87.5 85.7 95.9
"2334" 4105700702003 8.7 341 0.3 23.4 0 18.6 36.4 45 0 8.5 51.9 39.5 0.9 17.2 40.5 41.4 0 4.3 49.1 46.6 38.81552 -89.95534 17.4281660433757 263.513159841866 0 0 0 0 81.4 91.4 81.9 95.7
"2336" 4105700702005 0.8 211 0.8 25.9 0 22.1 40.3 37.7 0 7.8 61 31.2 0 11.6 40 48.4 0 2.1 49.5 48.4 38.932898 -89.841159 27.5926252897292 253.695434836251 0 0 0 0 78 92.2 88.4 97.9
"2341" 4105700702010 8.4 438 0.4 17.5 0 14.5 38 47.6 0 4.8 44.6 50.6 2 10.1 37.8 50 0.7 4.7 50.3 44.3 38.807408 -89.967965 16.562288323968 264.28921562898 0 0 0 0 85.6 95.2 87.8 94.6
"2343" 4105700702012 6.1 453 1 11.9 1.1 10.1 30.2 58.7 0 3.4 49.7 46.9 1.2 10.4 40.5 47.9 0 8.6 44.2 47.2 38.752172 -89.933568 15.2966972982967 267.136427396547 0 0 0 0 88.9 96.6 88.4 91.4
"2347" 4105700802007 2.4 170 0.5 51.2 NA NA NA NA NA NA NA NA 0 19.4 55.1 25.5 0 9.2 58.2 32.7 38.906634 -90.012122 21.258258645636 258.889105073567 0 0 0 0 NA NA 80.6 90.9
"2352" 4105700902007 3.5 361 1.5 48.1 0 28.8 48.5 22.7 0 7.6 74.2 18.2 0 24.2 54.5 21.2 1.6 18.8 67.2 12.5 38.721844 -90.113925 7.36638553079854 272.783695616157 0 0 0 1 71.2 92.4 75.7 79.7
"2353" 4105700902012 8 370 1.7 60.7 0 36.2 46.4 17.4 1.4 21.7 62.3 14.5 0 31.5 42.5 26 4.1 19.2 63 13.7 38.73862 -90.10412 8.63858118492656 271.510080072387 0 0 0 1 63.8 76.8 68.5 76.7
"2354" 4105700902013 4.5 427 2.6 60.3 1.3 36.4 36.4 26 0 9.1 66.2 24.7 0 32.6 50 17.4 2.2 16.3 62 19.6 38.76109 -90.087021 10.4258553262894 269.719987767768 0 0 0 0 62.4 90.9 67.4 81.6
"2355" 4105700902015 12.3 446 1.4 68.8 0 20.8 51.9 27.3 0 10.4 79.2 10.4 1.2 41.5 42.7 14.6 6.1 20.7 58.5 14.6 38.716474 -90.129174 6.75202181881848 273.449690764564 0 0 0 1 79.2 89.6 57.3 73.1
"2356" 4105700902016 9 370 2.9 49.3 1.5 33.8 44.1 20.6 0 16.2 48.5 35.3 0 28.3 53.3 18.3 0 10 66.7 23.3 38.720687 -90.10301 7.52757493749428 272.625481043096 0 0 0 1 64.7 83.8 71.6 90
"2357" 4105700902020 13.4 413 4.2 82.2 0 20.5 60.3 19.2 1.4 8.2 71.2 19.2 1.7 45 41.7 11.7 3.4 11.9 72.9 11.9 38.713627 -90.106528 7.0058776769878 273.148576688917 0 0 0 1 79.5 90.4 53.4 84.8
"2358" 4105700902022 11.5 341 7.3 86.9 2 24 52 22 0 16 74 10 3.2 47.6 41.3 7.9 3.2 23.8 69.8 3.2 38.714831 -90.156585 6.39130132490138 274.142886771486 0 0 0 1 74 84 49.2 73
"2361" 4105701002001 10.7 305 2.9 59.1 2.1 25.5 48.9 23.4 2.1 10.6 57.4 29.8 3.6 32.7 36.4 27.3 0 18.2 47.3 34.5 38.668171 -89.986055 10.0792994726001 273.575114222494 0 0 0 0 72.3 87.2 63.7 81.8
"2362" 4105701002006 3 291 26.6 77.3 1.8 41.1 35.7 21.4 3.6 17.9 66.1 12.5 0 31.8 50 18.2 0 4.5 77.3 18.2 38.63617 -90.03007 7.26043246015642 276.510704392336 0 0 0 1 57.1 78.6 68.2 95.5
"2363" 4105701002011 0.3 351 43.5 90.3 2.7 33.3 50.7 13.3 0 20 65.3 14.7 2.2 45.7 45.7 6.5 2.1 12.8 78.7 6.4 38.662025 -90.044088 6.99625819338434 275.139940161042 0 0 0 1 64 80 52.2 85.1
"2364" 4105701002013 8.1 62 2 47.5 0 19 42.9 38.1 4.8 9.5 52.4 33.3 0 31.8 45.5 22.7 0 22.7 63.6 13.6 38.66069 -90.00557 8.91915694993687 274.445637988794 0 0 0 1 81 85.7 68.2 77.2
"2365" 4105701002014 11.9 520 2.3 48.8 2 30.7 40.6 26.7 1 17.8 59.4 21.8 0.9 27.2 43 28.9 3.5 13.2 60.5 22.8 38.69573 -89.97313 11.4472202088283 271.54812556887 0 0 0 0 67.3 81.2 71.9 83.3
"2366" 4105701002020 24.8 114 3.3 64.7 0 30.8 46.2 23.1 0 10.3 56.4 33.3 4 8 52 36 0 8 60 32 38.67434 -89.99731 9.65397052781492 273.40441423768 0 0 0 1 69.3 89.7 88 92
"2367" 4105701002022 6.6 429 1.3 28.1 0 20.7 47.8 31.5 0 3.3 65.9 30.8 0 22.4 51 26.5 0 6.1 62.2 31.6 38.724762 -89.967745 12.7032236288702 269.577532329824 0 0 0 0 79.3 96.7 77.5 93.8
"2368" 4105701002023 24.2 237 2.5 61 0 32 50 18 4 8 56 32 0 16.7 52.8 30.6 0 19.4 55.6 25 38.650083 -89.996485 9.21009104770253 274.944396009943 0 0 0 1 68 88 83.4 80.6
"2372" 4105701102007 36 302 0.3 64.3 0 28 40 32 0 6 66 28 0 28 50 22 0 24 56 20 38.912014 -90.177202 20.0186024741096 262.183951513889 0 0 0 0 72 94 72 76
"2373" 4105701102010 28.3 289 0.9 63.5 0 30.4 39.1 30.4 0 19.6 56.5 23.9 3.8 19.2 42.3 34.6 0 13.5 59.6 26.9 38.93131 -90.21617 21.5263474942621 261.87282158848 0 0 0 0 69.5 80.4 76.9 86.5
"2374" 4105701102015 31 237 0 54.5 0 32.1 54.7 13.2 0 17 69.8 13.2 0 31 58.6 10.3 0 12.1 75.9 12.1 38.966888 -90.182445 23.8183575388811 258.874058204725 0 0 0 0 67.9 83 68.9 88
"2375" 4105701102024 46.6 288 0 73.5 1.9 37 42.6 18.5 0 31.5 63 5.6 0 38.3 42.6 19.1 0 14.9 68.1 17 38.904764 -90.167335 19.5050559644188 262.414375521748 0 0 0 0 61.1 68.6 61.7 85.1
"2376" 4105701102028 28.5 370 0.7 72.7 1.4 31 49.3 18.3 1.4 16.9 60.6 21.1 3.1 38.5 44.6 13.8 3.1 16.9 66.2 13.8 38.9059 -90.19438 19.6532543522049 262.958136847979 0 0 0 0 67.6 81.7 58.4 80
"2377" 4105701102029 21 482 0.8 74.8 2.4 26.2 50 21.4 2.4 14.3 66.7 16.7 6.2 29.6 39.5 24.7 6.2 14.8 65.4 13.6 38.895578 -90.151403 18.8803553126212 262.63179906769 0 0 0 0 71.4 83.4 64.2 79
"2378" 4105701102030 33.3 531 0.2 59 2.1 33 44.7 20.2 2.1 20.2 57.4 20.2 1.9 33 38.7 26.4 0 17 63.2 19.8 38.948142 -90.191596 22.5521632967048 260.254968048808 0 0 0 0 64.9 77.6 65.1 83
"2381" 4105701202006 91.5 90 2.3 89.1 4 44 38 14 2 16 58 24 0 55.8 38.5 5.8 3.8 23.1 65.4 7.7 38.683279 -90.166092 4.20298736728324 276.346030591767 0 0 1 1 52 82 44.3 73.1
"2384" 4105701302002 1.2 460 0 70.1 0 27.7 59 13.3 0 14.5 71.1 14.5 4.1 27 59.5 9.5 1.4 25.7 63.5 9.5 38.878306 -90.094593 18.0608868511597 262.461033290691 0 0 0 0 72.3 85.6 69 73
"2387" 4105701502002 0.6 312 0 58 0 22 58 20 2 11.8 68.6 17.6 0 23.6 52.7 23.6 1.8 14.5 70.9 12.7 38.862274 -90.088594 17.0519597417555 263.343013029493 0 0 0 0 78 86.2 76.3 83.6
"2388" 4105701502004 1.7 191 0 63 4.5 13.6 63.6 18.2 4.5 4.5 90.9 0 0 9.1 68.2 22.7 0 9.1 81.8 9.1 38.831409 -90.097191 14.8705733896265 265.481159068327 0 0 0 0 81.8 90.9 90.9 90.9
"2390" 4305900502001 0.7 402 0 41.3 0 25.6 43.6 30.8 2.6 12.8 56.4 28.2 0 7.9 44.7 47.4 2.6 5.3 31.6 60.5 41.116453 -89.351397 45.6763054220486 177.615985890546 0 0 0 0 74.4 84.6 92.1 92.1
"2393" 4305900702001 0.3 282 0 44.1 0 19 61.9 19 0 2.4 57.1 40.5 0 11.6 55.8 32.6 0 4.7 76.7 18.6 41.025306 -89.404693 41.0981143674068 170.831929510358 0 0 0 0 80.9 97.6 88.4 95.3
"2396" 4307853502004 3.6 157 2.6 35.7 0 18.5 40.7 40.7 0 7.4 44.4 48.1 0 7.4 44.1 48.5 0 2.9 58.8 38.2 41.249894 -89.343297 54.2490965812108 186.663881534832 0 0 0 0 81.4 92.5 92.6 97
"2397" 4310200102001 0.8 797 0.3 18.6 0 7.6 33.7 58.7 0 4.3 62 33.7 0.9 17.4 43.1 38.5 0 9.2 64.2 26.6 40.793352 -89.353774 26.215821112794 156.044878318242 0 0 0 0 92.4 95.7 81.6 90.8
"2398" 4310200202001 0.4 215 0 38.8 0 12 80 8 0 8 64 28 0 21.1 57.9 21.1 0 21.1 78.9 0 40.794912 -89.523005 32.6315714893071 153.913012046274 0 0 0 0 88 92 79 78.9
"2400" 4310200602001 0.7 227 0.4 43.1 0 12.2 46.9 40.8 0 6.1 55.1 38.8 0 17.1 40 42.9 0 8.6 60 31.4 40.902227 -89.038028 27.8168684556378 168.473125925909 0 0 0 0 87.7 93.9 82.9 91.4
"2401" 4310200602002 1 248 2.8 46.2 0 23.8 47.6 28.6 0 0 76.2 23.8 0 19 42.9 38.1 0 9.5 66.7 23.8 41.004505 -89.126643 35.1963340322625 173.535403141149 0 0 0 0 76.2 100 81 90.5
"2402" 4310200602003 0 258 0.7 45.3 0 4.8 52.4 42.9 0 0 42.9 57.1 0 20.8 50 29.2 0 0 37.5 62.5 41.057852 -89.051481 38.5768825463835 178.306961530112 0 0 0 0 95.3 100 79.2 100
"2405" 4310201102001 1.1 148 0 35.3 0 14.1 48.2 37.6 1.2 5.8 67.4 25.6 1.9 15.2 52.4 30.5 1 10.5 61.9 26.7 40.743964 -89.019447 16.9074319177776 158.699156585024 0 0 0 0 85.8 93 82.9 88.6
"2409" 4310202102003 1.3 191 0 47.8 0 18.5 44.4 37 3.7 7.4 59.3 29.6 0 22.7 45.5 31.8 0 9.1 72.7 18.2 40.918743 -89.282271 31.6749601184891 165.413132489425 0 0 0 0 81.4 88.9 77.3 90.9
"2412" 4310206002003 0 186 0 20.9 0 4.8 47.6 47.6 0 2.4 45.2 52.4 0 19 45.2 35.7 0 9.5 47.6 42.9 40.801583 -89.19777 22.4966813672124 159.068697453478 0 0 0 0 95.2 97.6 80.9 90.5
"2413" 4310206902001 1.7 587 0 9.3 0 6.5 51.6 41.9 0 3.2 48.4 48.4 0 6 40.5 53.6 1.2 2.4 46.4 50 40.768857 -89.450256 28.5495746856865 153.07086066243 0 0 0 0 93.5 96.8 94.1 96.4
"2418" 4310214002003 0.2 417 0 28.6 0 13.1 50 36.9 0 4.8 50.6 44.6 1.5 15.2 40.9 42.4 0 10.6 62.1 27.3 40.719145 -89.271738 19.5286593030005 152.429779699128 0 0 0 0 86.9 95.2 83.3 89.4
"2419" 4310214002004 2.6 41 0 12.8 0 0 41.7 58.3 0 0 33.3 66.7 0 16.7 27.8 55.6 0 0 38.9 61.1 40.617992 -89.199022 11.7908355495995 147.119864340016 0 0 0 0 100 100 83.4 100
"2420" 4310214002005 1.1 54 0 9.9 0 0 58.8 41.2 0 0 58.8 41.2 0 0 30 70 0 0 60 40 40.630863 -89.282776 15.7590025246097 146.465935820227 0 0 0 0 100 100 100 100
"2422" 4406300202001 0.6 483 3.2 20.2 1 10.9 50.5 37.6 0 5 62.4 32.7 0.9 10 49.1 40 0 8.2 62.7 29.1 42.47603 -88.313595 18.5650327418461 283.397220110255 0 0 0 0 88.1 95.1 89.1 91.8
"2423" 4406300202002 0 340 0.8 15.3 0 19.6 48.2 32.1 0 5.4 71.4 23.2 0 13.7 47.9 38.4 0 9.7 66.7 23.6 42.443998 -88.236485 14.0635706317568 282.749196522215 0 0 0 0 80.3 94.6 86.3 90.3
"2425" 4406300302001 1.1 243 6 15.9 0 16.4 39.3 44.3 0 0 63.9 36.1 0 12.5 44.6 42.9 0 1.8 51.8 46.4 42.190041 -88.227628 12.8805370137784 266.690025926384 0 0 0 0 83.6 100 87.5 98.2
"2428" 4406301202001 1.5 283 0 20.4 0 16.4 48 35.7 1.2 8.8 70.8 19.3 0 14.7 42.3 42.9 0 7.4 62.6 30.1 42.382028 -88.239445 12.3655896739514 278.71618873903 0 0 0 0 83.7 90.1 85.2 92.7
"2432" 4406301501008 0.2 475 5.6 32 0.4 23.4 50.9 25.3 0.4 10 75.5 14.1 0.8 20.7 56.2 22.3 1.6 10.3 72.8 15.2 42.337243 -88.270051 13.4253414111118 275.262507892368 0 0 0 0 76.2 89.6 78.5 88
"2435" 4406301502003 0.8 214 0.4 3.9 0 9.1 40.9 50 0 4.5 59.1 36.4 0 2.3 50 47.7 0 0 50 50 42.343596 -88.268242 13.3538997313629 275.704378720049 0 0 0 0 90.9 95.5 97.7 100
"2436" 4406301502004 0.6 595 13.9 28 0 29.9 41.2 28.9 1 10.2 65.3 23.5 1 20 48 31 2 12 52 34 42.355571 -88.324289 16.2755065133891 275.426874610643 0 0 0 0 70.1 88.8 79 86
"2437" 4406301502005 0.7 750 21.8 31.7 0 24.2 47.6 28.2 0 5.6 71.4 23 0 25.4 52.1 22.5 0.7 12.7 64.8 21.8 42.324419 -88.295537 14.7283478645839 273.957732091349 0 0 0 0 75.8 94.4 74.6 86.6
"2438" 4406301802001 0 268 4.5 23.4 0 11.8 64.7 23.5 0 8.8 67.6 23.5 2.8 19.4 61.1 16.7 0 19.4 50 30.6 42.192478 -88.631739 12.4517579620501 259.483555933449 0 0 0 0 88.2 91.1 77.8 80.6
"2441" 4406301902001 0.9 183 11.3 23.9 0 16.7 50 33.3 0 0 66.7 33.3 5.9 38.2 29.4 26.5 2.9 20.6 50 26.5 42.46557 -88.431005 23.5339945319146 280.665545610641 0 0 0 0 83.3 100 55.9 76.5
"2443" 4406302602002 1.2 475 8.9 15.7 0 14.5 34.5 50.9 0 3.6 60 36.4 0 12.1 37.9 50 0 3.4 53.4 43.1 42.206284 -88.25259 12.5562717209651 267.226646337475 0 0 0 0 85.4 96.4 87.9 96.5
"2444" 4406302602004 1.3 430 25.7 32.9 0 17.6 41.2 41.2 0 1 53.9 45.1 1.6 6.2 45 47.3 0 6.2 45.7 48.1 42.220685 -88.229475 13.674198490193 268.602356450143 0 0 0 0 82.4 99 92.3 93.8
"2445" 4406302602005 0.2 525 3.5 15.3 0 11 43.3 45.7 0.8 4.7 59.1 35.4 0 11.1 41.9 47 0 4.3 49.6 46.2 42.232992 -88.241508 13.7504630173324 269.147895490289 0 0 0 0 89 94.5 88.9 95.8
"2446" 4406303602001 0.2 450 4.9 35 4.4 13.3 40 42.2 2.2 2.2 75.6 20 4.9 31.7 51.2 12.2 2.4 22 61 14.6 42.38507 -88.330679 16.9272155070742 277.212221500373 0 0 0 0 82.2 95.6 63.4 75.6
"2448" 4406304602001 1 552 3.5 16.1 0 8.8 46.1 45.1 1 5.9 66.7 26.5 0.9 6 45.3 47.9 0 0.9 53 46.2 42.259183 -88.261698 13.912699992274 270.424450173165 0 0 0 0 91.2 93.2 93.2 99.2
"2452" 4406304702001 0.2 485 22.4 37.3 0 15.5 38.1 46.4 2.4 2.4 51.8 43.5 0 32.5 45.5 22.1 1.3 16.7 61.5 20.5 42.216023 -88.320217 10.781159573339 266.534342700588 0 0 0 0 84.5 95.3 67.6 82
"2453" 4406304702002 0.5 602 7.9 16.2 0 12.9 52.6 34.5 0.9 6.9 63.8 28.4 0 14 49.5 36.6 1.1 4.3 56.5 38 42.238758 -88.325347 11.9971745025969 267.894773769558 0 0 0 0 87.1 92.2 86.1 94.5
"2454" 4406304702003 2.1 479 19 38.1 1.2 21.7 44.6 32.5 1.2 6 65.5 27.4 0 10.2 62.5 27.3 1.1 3.4 55.7 39.8 42.217501 -88.328017 10.6538259305424 266.480313124775 0 0 0 0 77.1 92.9 89.8 95.5
"2455" 4406304702005 2.2 621 13.9 24.7 3.1 22.8 37.8 36.2 2.4 10.2 56.7 30.7 0.8 16.5 45.7 37 1.6 6.2 59.7 32.6 42.245306 -88.339059 12.0929680311376 268.056367961436 0 0 0 0 74 87.4 82.7 92.3
"2456" 4406304702007 0.2 389 7 17.4 0 5.1 30.4 64.6 0 0 34.2 65.8 0 5 52.5 42.5 0 5 42.5 52.5 42.227594 -88.341813 10.9257682962126 266.866654489998 0 0 0 0 95 100 95 95
"2457" 4406304702008 1.3 656 7.1 20.4 0 12.3 46.5 41.2 0 4.4 58.8 36.8 0.9 13.2 59.4 26.4 0 7.5 51.9 40.6 42.237676 -88.375552 10.9469153244527 266.88465023789 0 0 0 0 87.7 95.6 85.8 92.5
"2458" 4406304702009 1.6 566 4.6 13.8 0 4.5 38.7 56.8 0 1.8 55 43.2 0.9 18.8 53.6 26.8 0 2.7 54.5 42.9 42.192761 -88.344634 8.75284858919985 264.577272299397 0 0 0 1 95.5 98.2 80.4 97.4
"2459" 4406304702010 1.1 610 0.8 10.1 0 5.9 39 55.1 0 0.8 38.1 61 0 7.7 42.7 49.7 0.7 4.9 45.5 49 42.200386 -88.360823 8.80957656398582 264.760606339858 0 0 0 1 94.1 99.1 92.4 94.5
"2460" 4406304702011 1.8 606 0.9 10.4 0 7.9 54.5 37.6 0 5 54.5 40.6 0 15.1 44.4 40.5 0 4.8 67.5 27.8 42.194366 -88.362103 8.40776026224245 264.349725429442 0 0 0 1 92.1 95.1 84.9 95.3
"2463" 4406305002003 0.3 296 25.6 59.2 0.6 46.4 42.3 10.7 1.2 20.8 70.8 7.1 2.8 38.1 47.2 11.9 1.7 20.5 64.8 13.1 42.42905 -88.611683 25.3684542678268 275.335141986743 0 0 0 0 53 77.9 59.1 77.9
"2476" 4406315802004 1.3 884 3.2 13.4 0 18.7 47.3 34 0.7 6.7 64 28.7 0 20.4 49 30.6 0 8.1 57.7 34.2 42.164172 -88.46815 5.6673210659112 260.44928032732 0 0 0 1 81.3 92.7 79.6 91.9
"2477" 4406315802005 1.5 951 2.2 12.6 0.3 12.1 56.8 30.9 0 4.1 65 30.9 0 13.8 57.5 28.7 0 4.6 67.5 27.9 42.187327 -88.411738 7.13061353429894 262.971986523771 0 0 0 1 87.7 95.9 86.2 95.4
"2479" 4406315802007 0.7 661 2.9 12.5 0 8.6 48.5 42.9 0.4 2.6 55.4 41.6 0 11.7 53.7 34.6 0 2.2 55.8 42 42.160561 -88.377256 5.98366307127389 261.892401075925 0 0 0 1 91.4 97 88.3 97.8
"2481" 4406316502002 0.9 487 14.4 45.8 0 16.2 54.7 29.1 0 3.4 58.1 38.5 0 18.8 45.3 35.9 0 6.3 50 43.8 42.241337 -88.598621 13.6029649154176 263.224221917119 0 0 0 0 83.8 96.6 81.2 93.8
"2486" 4406320002003 2.8 313 28.3 60.6 1.3 30.3 46.1 22.4 1.3 13.2 69.7 15.8 3 16.4 43.3 37.3 3 9 49.3 38.8 42.309703 -88.450934 15.4962637191902 270.185672826649 0 0 0 0 68.5 85.5 80.6 88.1
"2487" 4406320002004 0 346 0.3 32.4 1.3 25 48.7 25 1.3 17.3 62.7 18.7 1.5 22.1 55.9 20.6 1.5 9 61.2 28.4 42.393737 -88.386236 19.8247489870801 276.774772928402 0 0 0 0 73.7 81.4 76.5 89.6
"2488" 4406320002006 1.1 324 14.6 44.2 0 17.3 48.1 34.6 3.7 6.2 67.9 22.2 1.1 13.8 46.8 38.3 1.1 8.5 72.3 18.1 42.303643 -88.475352 15.1929991460255 269.367194897499 0 0 0 0 82.7 90.1 85.1 90.4
"2489" 4406320002007 1.8 454 24 48.1 1.9 25.5 40.6 32.1 1.9 13.2 50 34.9 1.2 23.2 54.9 20.7 0 13.4 62.2 24.4 42.316219 -88.458782 15.970295485903 270.471946058631 0 0 0 0 72.7 84.9 75.6 86.6
"2490" 4406320002008 1.8 395 20.4 48.2 0 17.5 47.5 35 0 7.5 68.8 23.8 0 26.8 49.1 24.1 1.8 14.3 59.8 24.1 42.340445 -88.443292 17.6053949148044 272.315284733444 0 0 0 0 82.5 92.6 73.2 83.9
"2492" 4406320002010 1.9 284 13.9 44.1 0 18.5 60 21.5 1.5 10.8 61.5 26.2 4.1 32.7 46.9 16.3 0 20.4 53.1 26.5 42.279158 -88.44365 13.3726028303711 268.332365677393 0 0 0 0 81.5 87.7 63.2 79.6
"2495" 4506700302001 0 232 0 13.2 0 9.7 41.9 48.4 0 12.9 64.5 22.6 0 13.2 57.9 28.9 0 13.2 68.4 18.4 38.309637 -90.278194 22.4899348152372 302.475917692774 0 0 0 0 90.3 87.1 86.8 86.8
"2498" 4506700402001 0.4 420 0 10.8 0 5.9 47.4 46.7 0 3.3 52 44.7 0.7 12.3 48.6 38.4 0 6.5 60.1 33.3 38.45051 -90.21419 12.1950242504818 292.157941184813 0 0 0 0 94.1 96.7 87 93.4
"2505" 4507900102001 2.8 71 0 49.5 0 30.8 61.5 7.7 0 23.1 76.9 0 0 33.3 47.6 19 0 9.5 71.4 19 38.186377 -89.605877 42.6538669861037 298.495570853501 0 0 0 0 69.2 76.9 66.6 90.4
"2507" 4507913202002 0 596 0 40.7 1.7 17.2 51.7 29.3 0 17.2 60.3 22.4 1.5 20 49.2 29.2 0 6.1 75.8 18.2 38.201611 -89.996358 30.4543783632516 303.948496295554 0 0 0 0 81 82.7 78.4 94
"2508" 4507913402001 0 143 0 41.8 0 0 61.1 38.9 0 11.1 72.2 16.7 0 19 52.4 28.6 4.8 4.8 76.2 14.3 38.079987 -90.094322 37.6701886609031 313.655361152909 0 0 0 0 100 88.9 81 90.5
"2510" 4507913802002 0.3 252 0 32.5 0 18.8 50 31.3 0 3.1 65.6 31.3 0 16.1 67.7 16.1 0 22.6 71 6.5 38.00292 -89.659346 50.7878500763055 311.484043584299 0 0 0 0 81.3 96.9 83.8 77.5
"2512" 4507913902002 2.7 623 0.4 47.6 0 45.5 41.8 12.7 1.8 25.5 56.4 16.4 1.4 21.4 55.7 21.4 1.4 12.9 64.3 21.4 37.905781 -89.818572 52.9364504999112 320.357515311406 0 0 0 0 54.5 72.8 77.1 85.7
"2514" 4507914002002 21.2 357 0.5 59.2 1.2 42.7 43.9 12.2 6.2 22.2 64.2 7.4 1.5 39.4 47 12.1 3.1 26.2 61.5 9.2 38.125037 -89.703956 42.4360904637884 304.054496496208 0 0 0 0 56.1 71.6 59.1 70.7
"2516" 4507914002008 0 117 0 46.8 0 27.8 38.9 33.3 0 16.7 55.6 27.8 0 17.6 52.9 29.4 0 11.8 58.8 29.4 38.091705 -89.934315 38.7179589460016 310.02787063518 0 0 0 0 72.2 83.4 82.3 88.2
"2519" 4600500102002 0 283 0.6 44.3 0 18.9 48.6 32.4 0 8.1 73 18.9 0 18.6 55.8 25.6 0 7 72.1 20.9 39.990164 -90.766046 18.2096249327885 216.195046985436 0 0 0 0 81 91.9 81.4 93
"2521" 4600901502002 4.9 84 20.3 64.2 3.5 31.6 50.9 14 0 7.1 80.4 12.5 0 26.3 52.6 21.1 0 21.1 57.9 21.1 40.019254 -90.335633 4.676001389669 200.416163868455 0 0 1 1 64.9 92.9 73.7 79
"2522" 4600901502003 4 480 47 81.6 1.6 47.5 41 9.8 4.9 18 75.4 1.6 3.1 37.5 48.4 10.9 1.6 23.4 65.6 9.4 40.007142 -90.424033 0.792342745360206 203.890683353452 1 1 1 1 50.8 77 59.3 75
"2525" 4600906402001 0.8 203 0.4 51.4 0 20 65 15 5 10 80 5 0 0 75 25 0 5 45 50 39.946356 -90.217973 11.9957468431464 200.927040207749 0 0 0 0 80 85 100 95
